Work_ID,Vendor_Name,Constituency,duplicate_risk_score,nearest_duplicate_work_id,nearest_similarity,duplicate_checked
WS/MP620/2024-2025/133166,SHRINIVAS S MAVINAKAI CONTRACTOR,DHARWAD,0.0,WS/MP18239/2025-2026/228517,0.2525324523448944,True
WS/MP620/2025-2026/133167,Unknown,DHARWAD,0.0,WS/MP18158/2025-2026/196393,0.20287498831748962,True
WS/MP620/2024-2025/133190,Unknown,DHARWAD,0.0,,0.0,False
WS/MP620/2025-2026/133191,NEELAPPA G BADIGER,DHARWAD,0.0,,0.0,False
WS/MP620/2024-2025/133301,MALLAPPA BASAPPA HARIJAN,DHARWAD,0.0,,0.0,False
WS/MP620/2024-2025/133303,Rudresh Vijapur,DHARWAD,0.0,,0.0,False
WS/MP620/2024-2025/133304,Ashok G Dodawad,DHARWAD,0.0,,0.0,False
WS/MP620/2025-2026/133305,Unknown,DHARWAD,0.0,,0.0,False
WS/MP620/2024-2025/133306,Manjunath Bhimappa Godikatti,DHARWAD,0.0,,0.0,False
WS/MP620/2024-2025/133307,Shivanagouda Janagoudra,DHARWAD,0.0,,0.0,False
WS/MP620/2024-2025/133308,Adavayya Hiremath,DHARWAD,0.0,,0.0,False
WS/MP620/2024-2025/133309,ANAND TANAJI DURGAI,DHARWAD,0.0,,0.0,False
WS/MP620/2024-2025/133310,VINOD S CHAVAN,DHARWAD,0.0,,0.0,False
WS/MP620/2024-2025/133311,Unknown,DHARWAD,0.0,WS/MP620/2024-2025/133312,0.6960923671722412,True
WS/MP620/2024-2025/133312,Shivanand P Madar,DHARWAD,0.0,WS/MP620/2024-2025/133311,0.6960923671722412,True
WS/MP418/2024-2025/133409,MD AHSAN REZA,ARARIA,0.0,,0.0,False
WS/MP498/2024-2025/133447,RATAN KUMAR SAHA,BALURGHAT,0.0,,0.0,False
WS/MP577/2025-2026/133549,GRAM PANCHAYAT KHANGELA,DAHOD(ST),0.0,WS/MP620/2024-2025/133311,0.24238073825836182,True
WS/MP577/2025-2026/133550,Unknown,DAHOD(ST),0.0,,0.0,False
WS/MP577/2025-2026/133551,GRAM PANCHAYAT KHANGELA,DAHOD(ST),0.0,,0.0,False
WS/MP577/2025-2026/133552,Unknown,DAHOD(ST),0.0,,0.0,False
WS/MP577/2025-2026/133553,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133558,0.7554948329925537,True
WS/MP577/2025-2026/133554,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133553,0.6947507858276367,True
WS/MP577/2025-2026/133556,Unknown,DAHOD(ST),0.0,,0.0,False
WS/MP577/2025-2026/133557,Unknown,DAHOD(ST),0.0,,0.0,False
WS/MP577/2025-2026/133558,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133553,0.7554948329925537,True
WS/MP577/2025-2026/133559,Unknown,DAHOD(ST),0.0,,0.0,False
WS/MP577/2025-2026/133560,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133561,0.8273582458496094,True
WS/MP577/2025-2026/133561,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133560,0.8273582458496094,True
WS/MP577/2025-2026/133562,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133569,0.8425008654594421,True
WS/MP577/2025-2026/133563,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133568,0.8315544128417969,True
WS/MP577/2025-2026/133564,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133567,0.8246851563453674,True
WS/MP577/2025-2026/133565,GRAM PANCHAYAT SIMALIYA KHURD,DAHOD(ST),0.0,WS/MP577/2025-2026/133568,0.844270646572113,True
WS/MP577/2025-2026/133566,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133563,0.7615324258804321,True
WS/MP577/2025-2026/133567,GRAM PANCHAYAT BHOOTODI,DAHOD(ST),2.4086697101593018,WS/MP577/2025-2026/133568,0.8531312942504883,True
WS/MP577/2025-2026/133568,Unknown,DAHOD(ST),25.88936996459961,WS/MP577/2025-2026/133569,0.8836562037467957,True
WS/MP577/2025-2026/133569,GRAM PANCHAYAT KHANGELA,DAHOD(ST),25.88936996459961,WS/MP577/2025-2026/133568,0.8836562037467957,True
WS/MP577/2025-2026/133570,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133577,0.7634029984474182,True
WS/MP577/2025-2026/133571,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133560,0.7995715737342834,True
WS/MP577/2025-2026/133572,Unknown,DAHOD(ST),0.0,WS/MP18222/2025-2026/170642,0.4530123770236969,True
WS/MP577/2025-2026/133573,Unknown,DAHOD(ST),0.0,WS/MP577/2024-2025/133575,0.7560765147209167,True
WS/MP577/2025-2026/133574,Unknown,DAHOD(ST),0.0,,0.0,False
WS/MP577/2024-2025/133575,Unknown,DAHOD(ST),0.0,WS/MP577/2024-2025/133576,0.7709842324256897,True
WS/MP577/2024-2025/133576,Unknown,DAHOD(ST),0.0,WS/MP577/2024-2025/133575,0.7709842324256897,True
WS/MP577/2025-2026/133577,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133570,0.7634029984474182,True
WS/MP577/2024-2025/133578,Unknown,DAHOD(ST),0.5331406593322754,WS/MP577/2025-2026/133579,0.8506931066513062,True
WS/MP577/2025-2026/133579,BHUTARDI GROUP GR PANCHAYAT,DAHOD(ST),0.5331406593322754,WS/MP577/2024-2025/133578,0.8506931066513062,True
WS/MP577/2025-2026/133580,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133579,0.8489248156547546,True
WS/MP577/2025-2026/133581,Unknown,DAHOD(ST),0.0,WS/MP577/2024-2025/133578,0.8302420377731323,True
WS/MP577/2025-2026/133582,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133580,0.7552998661994934,True
WS/MP577/2025-2026/133583,Unknown,DAHOD(ST),0.0,WS/MP577/2024-2025/133584,0.6212577819824219,True
WS/MP577/2024-2025/133584,GRAM PANCHAYATA VAJELAW,DAHOD(ST),0.0,WS/MP577/2025-2026/133583,0.6212577819824219,True
WS/MP577/2024-2025/133585,GRAM PANCHAYATA MATWA,DAHOD(ST),0.0,WS/MP319/2024-2025/146136,0.3632778525352478,True
WS/MP577/2024-2025/133586,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133589,0.7383134365081787,True
WS/MP577/2025-2026/133587,Unknown,DAHOD(ST),0.0,WS/MP577/2024-2025/133588,0.5596627593040466,True
WS/MP577/2024-2025/133588,GRAM PANCHAYAT RAYAN,DAHOD(ST),0.0,WS/MP577/2025-2026/133587,0.5596627593040466,True
WS/MP577/2025-2026/133589,Unknown,DAHOD(ST),0.0,WS/MP577/2024-2025/133586,0.7383134365081787,True
WS/MP577/2025-2026/133590,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133594,0.8396057486534119,True
WS/MP577/2025-2026/133591,GRAM PANCHAYAT RAYAN,DAHOD(ST),0.0,WS/MP577/2024-2025/133592,0.797619640827179,True
WS/MP577/2024-2025/133592,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133591,0.797619640827179,True
WS/MP577/2025-2026/133593,Unknown,DAHOD(ST),0.0,,0.0,False
WS/MP577/2025-2026/133594,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133590,0.8396057486534119,True
WS/MP577/2025-2026/133595,Unknown,DAHOD(ST),0.0,WS/MP577/2024-2025/133598,0.784113347530365,True
WS/MP577/2025-2026/133596,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133603,0.833467960357666,True
WS/MP577/2024-2025/133597,GRAM PANCHAYAT NIMACH,DAHOD(ST),0.0,WS/MP577/2024-2025/133598,0.8026262521743774,True
WS/MP577/2024-2025/133598,Unknown,DAHOD(ST),0.0,WS/MP577/2024-2025/133597,0.8026262521743774,True
WS/MP577/2025-2026/133599,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133602,0.7455414533615112,True
WS/MP577/2024-2025/133600,GRAM PANCHAYAT SAHADA,DAHOD(ST),0.0,WS/MP18176/2024-2025/139742,0.3475792407989502,True
WS/MP577/2024-2025/133601,GRAM PANCHAYAT RAYAN,DAHOD(ST),0.0,WS/MP577/2025-2026/133596,0.7908024787902832,True
WS/MP577/2025-2026/133602,GRAM PANCHAYAT NADHELAV,DAHOD(ST),0.0,WS/MP577/2024-2025/133598,0.7715672850608826,True
WS/MP577/2025-2026/133603,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133596,0.833467960357666,True
WS/MP577/2025-2026/133604,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133602,0.758952260017395,True
WS/MP577/2025-2026/133605,Unknown,DAHOD(ST),32.49246597290039,WS/MP577/2025-2026/133609,0.8922402262687683,True
WS/MP577/2024-2025/133606,Unknown,DAHOD(ST),17.05784034729004,WS/MP577/2024-2025/133607,0.8721752166748047,True
WS/MP577/2024-2025/133607,Unknown,DAHOD(ST),17.05784034729004,WS/MP577/2024-2025/133606,0.8721752166748047,True
WS/MP577/2024-2025/133608,Unknown,DAHOD(ST),0.0,WS/MP577/2024-2025/133598,0.7537031769752502,True
WS/MP577/2025-2026/133609,Unknown,DAHOD(ST),32.49246597290039,WS/MP577/2025-2026/133605,0.8922402262687683,True
WS/MP577/2026-2027/133610,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133613,0.7657507061958313,True
WS/MP577/2025-2026/133611,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133609,0.840420126914978,True
WS/MP577/2024-2025/133612,Unknown,DAHOD(ST),15.200422286987305,WS/MP577/2025-2026/133605,0.8697605729103088,True
WS/MP577/2025-2026/133613,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133614,0.8114188313484192,True
WS/MP577/2025-2026/133614,Unknown,DAHOD(ST),0.0,WS/MP577/2025-2026/133613,0.8114188313484192,True
WS/MP18152/2024-2025/133686,R J CIVIL CONTRACTOR,FARIDKOT(SC),0.0,WS/MP758/2025-2026/157287,0.3446890115737915,True
WS/MP18152/2024-2025/133687,R J CIVIL CONTRACTOR,FARIDKOT(SC),5.192619323730469,WS/MP18152/2024-2025/133689,0.8567504286766052,True
WS/MP18152/2024-2025/133688,R J CIVIL CONTRACTOR,FARIDKOT(SC),9.677227020263672,WS/MP18152/2024-2025/133689,0.862580418586731,True
WS/MP18152/2024-2025/133689,R J CIVIL CONTRACTOR,FARIDKOT(SC),9.677227020263672,WS/MP18152/2024-2025/133688,0.862580418586731,True
WS/MP18152/2024-2025/133690,R J CIVIL CONTRACTOR,FARIDKOT(SC),42.53699493408203,WS/MP18152/2024-2025/133691,0.905298113822937,True
WS/MP18152/2024-2025/133691,R J CIVIL CONTRACTOR,FARIDKOT(SC),42.53699493408203,WS/MP18152/2024-2025/133690,0.905298113822937,True
WS/MP18152/2024-2025/133692,R J CIVIL CONTRACTOR,FARIDKOT(SC),23.427101135253906,WS/MP18152/2024-2025/133690,0.8804552555084229,True
WS/MP18152/2024-2025/133693,R J CIVIL CONTRACTOR,FARIDKOT(SC),0.0,WS/MP18074/2025-2026/213729,0.29497024416923523,True
WS/MP18152/2024-2025/133694,R J CIVIL CONTRACTOR,FARIDKOT(SC),0.0,WS/MP18152/2024-2025/133697,0.637748122215271,True
WS/MP18152/2024-2025/133695,R J CIVIL CONTRACTOR,FARIDKOT(SC),0.0,,0.0,False
WS/MP18152/2024-2025/133696,SHREE BALAJI ENTERPRISES,FARIDKOT(SC),41.411293029785156,WS/MP18152/2024-2025/133700,0.9038347005844116,True
WS/MP18152/2024-2025/133697,R J CIVIL CONTRACTOR,FARIDKOT(SC),0.0,WS/MP18152/2024-2025/133694,0.637748122215271,True
WS/MP18152/2024-2025/133698,Promark Techsolution pvt ltd,FARIDKOT(SC),0.0,WS/MP18152/2024-2025/133697,0.6184730529785156,True
WS/MP18152/2024-2025/133699,SHREE BALAJI ENTERPRISES,FARIDKOT(SC),41.19474411010742,WS/MP18152/2024-2025/133696,0.9035531878471375,True
WS/MP18152/2024-2025/133700,NITISH TRADERS,FARIDKOT(SC),41.411293029785156,WS/MP18152/2024-2025/133696,0.9038347005844116,True
WS/MP18152/2024-2025/133701,SHREE BALAJI ENTERPRISES,FARIDKOT(SC),37.88315200805664,WS/MP18152/2024-2025/133696,0.8992481231689453,True
WS/MP18152/2024-2025/133702,SHREE BALAJI ENTERPRISES,FARIDKOT(SC),0.0,WS/MP243/2025-2026/141135,0.08426067978143692,True
WS/MP18152/2024-2025/133703,SHREE BALAJI ENTERPRISES,FARIDKOT(SC),0.0,WS/MP18389/2025-2026/166938,0.37423810362815857,True
WS/MP577/2024-2025/133772,GRAM PANCHAYAT DUNGAR,DAHOD(ST),0.0,,0.0,False
WS/MP577/2024-2025/133773,GRAM PANCHAYAT DUNGAR,DAHOD(ST),0.0,WS/MP577/2024-2025/133776,0.7814786434173584,True
WS/MP577/2024-2025/133774,GRAM PANCHAYAT DUNGAR,DAHOD(ST),0.0,,0.0,False
WS/MP577/2024-2025/133775,GRAM PANCHAYAT DUNGAR,DAHOD(ST),80.48516845703125,WS/MP577/2024-2025/133776,0.9546307325363159,True
WS/MP577/2024-2025/133776,GRAM PANCHAYAT DUNGAR,DAHOD(ST),80.48516845703125,WS/MP577/2024-2025/133775,0.9546307325363159,True
WS/MP641/2024-2025/133904,janpad panchayat kasrawad,KHARGONE(ST),0.0,WS/MP18165/2024-2025/141159,0.40545910596847534,True
WS/MP641/2024-2025/133905,janpad panchayat kasrawad,KHARGONE(ST),0.0,WS/MP18158/2025-2026/194507,0.7177250981330872,True
WS/MP641/2024-2025/133906,JANPAD PANCHAYT KHARGONE,KHARGONE(ST),0.0,WS/MP641/2024-2025/133905,0.5301158428192139,True
WS/MP641/2024-2025/133909,JANPAD PANCHAYAT RAJPUR,KHARGONE(ST),0.0,,0.0,False
WS/MP641/2024-2025/133910,CEO PATI,KHARGONE(ST),0.0,WS/MP18278/2024-2025/134672,0.024557432159781456,True
WS/MP641/2024-2025/133911,CEO PATI,KHARGONE(ST),0.0,,0.0,False
WS/MP641/2024-2025/133912,JANPAD PANCHAYAT RAJPUR,KHARGONE(ST),0.0,,0.0,False
WS/MP641/2024-2025/133913,JANPAD PANCHAYAT THIKRI,KHARGONE(ST),0.0,,0.0,False
WS/MP641/2024-2025/133919,NAGAR PARISHAD ANJAD,KHARGONE(ST),0.0,WS/MP641/2025-2026/133921,0.5656881928443909,True
WS/MP641/2025-2026/133920,NAGAR PARISHAD ANJAD,KHARGONE(ST),0.0,,0.0,False
WS/MP641/2025-2026/133921,NAGAR PARISHAD PALSOOD,KHARGONE(ST),0.0,WS/MP641/2024-2025/133919,0.5656881928443909,True
WS/MP641/2024-2025/133929,JANPAD PANCHAYAT THIKRI,KHARGONE(ST),0.0,WS/MP341/2025-2026/186201,0.4342111051082611,True
WS/MP423/2024-2025/133940,CHANDAN ENTERPRISES,JHANJHARPUR,42.595726013183594,WS/MP423/2024-2025/133941,0.9053744673728943,True
WS/MP423/2024-2025/133941,CHANDAN ENTERPRISES,JHANJHARPUR,42.595726013183594,WS/MP423/2024-2025/133940,0.9053744673728943,True
WS/MP423/2024-2025/133944,CHANDAN ENTERPRISES,JHANJHARPUR,40.3462028503418,WS/MP423/2024-2025/133941,0.9024500846862793,True
WS/MP423/2024-2025/133945,CHANDAN ENTERPRISES,JHANJHARPUR,0.0,,0.0,False
WS/MP423/2024-2025/133946,CHANDAN ENTERPRISES,JHANJHARPUR,0.0,,0.0,False
WS/MP423/2024-2025/133947,MITHILA ENTERPRISES,JHANJHARPUR,0.0,,0.0,False
WS/MP423/2024-2025/133949,CHANDAN ENTERPRISES,JHANJHARPUR,0.0,WS/MP18182/2025-2026/184694,0.3028246760368347,True
WS/MP423/2024-2025/133955,CHANDAN ENTERPRISES,JHANJHARPUR,0.0,,0.0,False
WS/MP423/2024-2025/133959,CHANDAN ENTERPRISES,JHANJHARPUR,0.0,WS/MP770/2025-2026/187634,0.17220249772071838,True
WS/MP423/2024-2025/133960,CHANDAN ENTERPRISES,JHANJHARPUR,0.0,,0.0,False
WS/MP423/2024-2025/133961,INTERNATIONAL SCIENTIFIC STORES,JHANJHARPUR,0.0,WS/MP598/2025-2026/187660,0.27127158641815186,True
WS/MP423/2024-2025/133962,INTERNATIONAL SCIENTIFIC STORES,JHANJHARPUR,0.0,,0.0,False
WS/MP423/2024-2025/133963,INTERNATIONAL SCIENTIFIC STORES,JHANJHARPUR,0.0,WS/MP770/2025-2026/187659,0.35922911763191223,True
WS/MP423/2024-2025/133964,CHANDAN ENTERPRISES,JHANJHARPUR,0.0,,0.0,False
WS/MP423/2024-2025/133965,INTERNATIONAL SCIENTIFIC STORES,JHANJHARPUR,0.0,,0.0,False
WS/MP423/2024-2025/133966,INTERNATIONAL SCIENTIFIC STORES,JHANJHARPUR,0.0,,0.0,False
WS/MP423/2024-2025/133967,INTERNATIONAL SCIENTIFIC STORES,JHANJHARPUR,0.0,,0.0,False
WS/MP423/2024-2025/133968,INTERNATIONAL SCIENTIFIC STORES,JHANJHARPUR,0.0,,0.0,False
WS/MP423/2024-2025/133969,INTERNATIONAL SCIENTIFIC STORES,JHANJHARPUR,0.0,,0.0,False
WS/MP423/2024-2025/133970,INTERNATIONAL SCIENTIFIC STORES,JHANJHARPUR,0.0,,0.0,False
WS/MP423/2024-2025/133971,ASSISTANT ENGINEER LAUKAHA VIDHANSABHA,JHANJHARPUR,0.0,,0.0,False
WS/MP423/2024-2025/133973,MITHILA ENTERPRISES,JHANJHARPUR,0.0,,0.0,False
WS/MP423/2024-2025/133975,MITHILA ENTERPRISES,JHANJHARPUR,0.0,,0.0,False
WS/MP423/2024-2025/133976,MITHILA ENTERPRISES,JHANJHARPUR,0.0,,0.0,False
WS/MP18032/2024-2025/134022,Assistant Engineer Dumraon,BUXAR,0.0,,0.0,False
WS/MP18032/2024-2025/134023,Assistant Engineer Dumraon,BUXAR,0.0,,0.0,False
WS/MP18032/2024-2025/134024,Assistant Engineer Dumraon,BUXAR,0.0,WS/MP18188/2025-2026/149990,0.3717450201511383,True
WS/MP18032/2024-2025/134025,PRAVIN KUMAR,BUXAR,0.0,WS/MP18056/2024-2025/141631,0.15204279124736786,True
WS/MP18032/2024-2025/134026,ASSISTANT ENGINEER RAMGARH,BUXAR,0.0,WS/MP18032/2025-2026/134031,0.32385024428367615,True
WS/MP18032/2025-2026/134031,Assistant Engineer Rajpur,BUXAR,0.0,WS/MP18032/2024-2025/134026,0.32385024428367615,True
WS/MP18032/2024-2025/134034,ASSISTANT ENGINEER RAMGARH,BUXAR,0.0,WS/MP18032/2024-2025/134035,0.5666220188140869,True
WS/MP18032/2024-2025/134035,ASSISTANT ENGINEER RAMGARH,BUXAR,0.0,WS/MP18032/2024-2025/134034,0.5666220188140869,True
WS/MP18032/2024-2025/134037,ASSISTANT ENGINEER RAMGARH,BUXAR,0.0,,0.0,False
WS/MP18032/2024-2025/134038,ASSISTANT ENGINEER RAMGARH,BUXAR,0.0,,0.0,False
WS/MP18032/2024-2025/134039,ASSISTANT ENGINEER RAMGARH,BUXAR,0.0,,0.0,False
WS/MP18032/2024-2025/134041,ASSISTANT ENGINEER RAMGARH,BUXAR,0.0,WS/MP598/2025-2026/207230,0.6162587404251099,True
WS/MP632/2024-2025/134091,SML ISUZU LTD,PATHANAMTHITTA,0.0,,0.0,False
WS/MP632/2024-2025/134092,M S Communication,PATHANAMTHITTA,0.0,,0.0,False
WS/MP632/2024-2025/134093,MANOJ KUMAR T M,PATHANAMTHITTA,0.0,,0.0,False
WS/MP632/2024-2025/134094,M S Communication,PATHANAMTHITTA,0.0,,0.0,False
WS/MP632/2024-2025/134095,KERALA STATE ELECTRONICS DEVELOPMENT CORPORATION LTD,PATHANAMTHITTA,0.0,,0.0,False
WS/MP632/2024-2025/134096,M S Communication,PATHANAMTHITTA,0.0,,0.0,False
WS/MP632/2024-2025/134100,M S Communication,PATHANAMTHITTA,0.0,,0.0,False
WS/MP632/2024-2025/134101,Unknown,PATHANAMTHITTA,0.0,,0.0,False
WS/MP632/2024-2025/134102,M S Communication,PATHANAMTHITTA,0.0,,0.0,False
WS/MP632/2024-2025/134103,M S Communication,PATHANAMTHITTA,33.02349853515625,WS/MP632/2024-2025/134105,0.8929305672645569,True
WS/MP632/2024-2025/134104,M S Communication,PATHANAMTHITTA,0.0,WS/MP632/2024-2025/134103,0.8294649720191956,True
WS/MP632/2024-2025/134105,Unknown,PATHANAMTHITTA,33.02349853515625,WS/MP632/2024-2025/134103,0.8929305672645569,True
WS/MP632/2024-2025/134106,stjudepoonjar,PATHANAMTHITTA,0.0,WS/MP673/2026-2027/193060,0.4956526458263397,True
WS/MP632/2025-2026/134107,Unknown,PATHANAMTHITTA,0.0,WS/MP582/2025-2026/213222,0.41908296942710876,True
WS/MP345/2024-2025/134123,NIKHIL,KOLLAM,0.0,WS/MP345/2024-2025/134145,0.6082143783569336,True
WS/MP345/2024-2025/134136,G Mohanan Nair,KOLLAM,0.0,,0.0,False
WS/MP345/2024-2025/134137,KRISHNA PRASAD R S,KOLLAM,0.0,WS/MP499/2025-2026/144952,0.4629402458667755,True
WS/MP345/2024-2025/134140,ANILKUMAR N,KOLLAM,0.0,WS/MP18278/2025-2026/228577,0.39683419466018677,True
WS/MP345/2024-2025/134143,PRADEEP KUMAR P,KOLLAM,0.0,WS/MP345/2024-2025/134145,0.684272825717926,True
WS/MP345/2024-2025/134144,PRASANNA KUMAR,KOLLAM,0.0,WS/MP345/2024-2025/134145,0.6185191869735718,True
WS/MP345/2024-2025/134145,PRADEEP KUMAR P,KOLLAM,0.0,WS/MP345/2024-2025/134143,0.684272825717926,True
WS/MP18182/2024-2025/134222,R R BUILDERS,TENKASI(SC),0.0,WS/MP18182/2024-2025/134223,0.6990466117858887,True
WS/MP18182/2024-2025/134223,R R BUILDERS,TENKASI(SC),0.0,WS/MP18182/2024-2025/134222,0.6990466117858887,True
WS/MP18182/2024-2025/134224,R R BUILDERS,TENKASI(SC),0.0,,0.0,False
WS/MP18182/2024-2025/134225,R R BUILDERS,TENKASI(SC),0.0,,0.0,False
WS/MP18067/2025-2026/134321,INDO FARM EQUIPEMENT LTD,SONEPAT,0.0,WS/MP18024/2025-2026/148299,0.28798946738243103,True
WS/MP18067/2025-2026/134322,THE BABA BADWALA CO OP SOCIETY,SONEPAT,0.0,,0.0,False
WS/MP18067/2025-2026/134323,THE DHANKAR COOP L AND C SOCIETY LTD,SONEPAT,0.0,WS/MP18395/2025-2026/187623,0.42268669605255127,True
WS/MP485/2024-2025/134327,Prabir Naiya,JOYNAGAR(SC),0.0,WS/MP485/2024-2025/134330,0.7919339537620544,True
WS/MP485/2024-2025/134328,Biswajit Saha,JOYNAGAR(SC),0.0,WS/MP485/2024-2025/134327,0.7393477559089661,True
WS/MP485/2024-2025/134329,J B S Construction,JOYNAGAR(SC),0.0,WS/MP490/2024-2025/187612,0.4262878894805908,True
WS/MP485/2024-2025/134330,Kamala Construction,JOYNAGAR(SC),0.0,WS/MP485/2024-2025/134327,0.7919339537620544,True
WS/MP485/2024-2025/134331,SRUTI ENTERPRISE,JOYNAGAR(SC),0.0,WS/MP485/2024-2025/134338,0.7418956160545349,True
WS/MP485/2024-2025/134332,R S Construction,JOYNAGAR(SC),0.0,WS/MP18306/2026-2027/187619,0.4476269781589508,True
WS/MP485/2024-2025/134334,INDRANIL CHAUDHURI,JOYNAGAR(SC),0.0,WS/MP485/2024-2025/134337,0.47957107424736023,True
WS/MP485/2024-2025/134337,SANDHYA ENTERPRISE,JOYNAGAR(SC),0.0,WS/MP485/2024-2025/134334,0.47957107424736023,True
WS/MP485/2024-2025/134338,S S Construction,JOYNAGAR(SC),0.0,WS/MP485/2024-2025/134331,0.7418956160545349,True
WS/MP389/2024-2025/134429,Unknown,PALI,0.0,WS/MP858/2024-2025/134458,0.3090042173862457,True
WS/MP18065/2024-2025/134434,THE BN CO OPERATIVE LAND C SOCIETY LTD,ROHTAK,0.0,WS/MP18278/2024-2025/134632,0.3780706822872162,True
WS/MP858/2024-2025/134457,Tina Enterprise,BOLPUR(SC),0.0,WS/MP858/2024-2025/134458,0.7527584433555603,True
WS/MP858/2024-2025/134458,PRASUN BHATTACHARYA,BOLPUR(SC),0.0,WS/MP858/2024-2025/134457,0.7527584433555603,True
WS/MP858/2024-2025/134459,ARINDOM SEN,BOLPUR(SC),0.0,WS/MP18102/2025-2026/159281,0.24101127684116364,True
WS/MP858/2024-2025/134461,ARIJIT SEN,BOLPUR(SC),66.81405639648438,WS/MP858/2024-2025/134463,0.9368582963943481,True
WS/MP858/2024-2025/134462,GOUTAM KUMAR DEY,BOLPUR(SC),25.428993225097656,WS/MP858/2024-2025/134463,0.883057713508606,True
WS/MP858/2024-2025/134463,JEET BRICKS,BOLPUR(SC),66.81405639648438,WS/MP858/2024-2025/134461,0.9368582963943481,True
WS/MP18159/2024-2025/134479,Unknown,ALWAR,0.0,WS/MP632/2024-2025/134589,0.3858809173107147,True
WS/MP632/2025-2026/134588,Unknown,PATHANAMTHITTA,0.0,,0.0,False
WS/MP632/2024-2025/134589,Ravi Dc,PATHANAMTHITTA,0.0,WS/MP632/2026-2027/134591,0.5938034057617188,True
WS/MP632/2026-2027/134591,Unknown,PATHANAMTHITTA,0.0,WS/MP632/2024-2025/134589,0.5938034057617188,True
WS/MP18278/2024-2025/134629,sarpanch gram panchayat arsiya,JANJGIR CHAMPA(SC),0.0,,0.0,False
WS/MP18278/2024-2025/134630,SARPANCH GRAM PANCHAYAT AKALSARA,JANJGIR CHAMPA(SC),0.0,,0.0,False
WS/MP18278/2024-2025/134631,SARPANCH GRAM PANCHAYAT PARSADIH,JANJGIR CHAMPA(SC),0.0,,0.0,False
WS/MP18278/2024-2025/134632,SARPANCH GRAM PANCHAYAT KASHIGARH,JANJGIR CHAMPA(SC),0.0,WS/MP18065/2024-2025/134434,0.3780706822872162,True
WS/MP18278/2024-2025/134633,SARPANCH GRAM PANCHAYAT CHORBHATTI,JANJGIR CHAMPA(SC),0.0,WS/MP18306/2025-2026/187630,0.2879341244697571,True
WS/MP18278/2024-2025/134638,Gram Panchayat Sarpanch sachiv,JANJGIR CHAMPA(SC),0.0,,0.0,False
WS/MP18278/2024-2025/134644,Gram Panchayat Sarpanch sachiv,JANJGIR CHAMPA(SC),0.0,,0.0,False
WS/MP18278/2024-2025/134646,Gram Panchayat Sarpanch sachiv,JANJGIR CHAMPA(SC),0.0,,0.0,False
WS/MP18278/2024-2025/134649,Gram Panchayat Sarpanch sachiv,JANJGIR CHAMPA(SC),0.0,,0.0,False
WS/MP18278/2024-2025/134655,GRAM PANCHAYAT NANDOURKHURD,JANJGIR CHAMPA(SC),0.0,WS/MP18006/2024-2025/134703,0.47169187664985657,True
WS/MP18278/2024-2025/134658,SARPANCH GRAM PANCHAYAT ASOUNDA,JANJGIR CHAMPA(SC),0.0,WS/MP18278/2024-2025/134671,0.7365078330039978,True
WS/MP18278/2024-2025/134660,GRAM PANCHAYAT PATERAPALIKHURD,JANJGIR CHAMPA(SC),12.951906204223633,WS/MP18278/2024-2025/134665,0.8668375015258789,True
WS/MP18278/2024-2025/134661,SARPANCH GRAM PANCHAYAT BORDA,JANJGIR CHAMPA(SC),0.0,WS/MP552/2024-2025/134699,0.5772247910499573,True
WS/MP18278/2024-2025/134665,SARPANCH GRAM PANCHAYAT SAKRELIKLA,JANJGIR CHAMPA(SC),12.951906204223633,WS/MP18278/2024-2025/134660,0.8668375015258789,True
WS/MP18278/2024-2025/134666,SARPANCH GRAM PANCHAYAT BAILACHUNA,JANJGIR CHAMPA(SC),0.0,WS/MP18278/2024-2025/134668,0.595324695110321,True
